0, 240.583, 363.161, 200, 25, 200
1, 277.054, 324.655, 200, 25, 200
2, 248.694, 299.263, 200, 25, 200
3, 268.592, 260.688, 200, 25, 200
4, 214.206, 265.446, 200, 25, 200
5, 283.517, 439.807, 200, 25, 200
6, 223.561, 280.168, 200, 25, 200
7, 222.740, 287.273, 200, 25, 200
8, 264.494, 405.021, 200, 25, 200
9, 231.096, 201.779, 200, 25, 200
10, 285.025, 151.853, 200, 25, 200
11, 242.598, 349.500, 200, 25, 200
12, 220.032, 322.858, 200, 25, 200
13, 293.914, 451.088, 200, 25, 200
14, 267.100, 184.064, 200, 25, 200
15, 242.805, 350.040, 200, 25, 200
16, 232.453, 318.967, 200, 25, 200
17, 247.574, 225.123, 200, 25, 200
18, 309.229, 389.137, 200, 25, 200
19, 235.511, 302.040, 200, 25, 200
20, 437.328, 62.666, 200, 25, 200
21, 279.480, 434.745, 200, 25, 200
22, 233.992, 243.343, 200, 25, 200
23, 216.093, 239.707, 200, 25, 200
24, 293.974, 346.713, 200, 25, 200
25, 216.732, 238.436, 200, 25, 200
26, 216.867, 243.337, 200, 25, 200
27, 215.480, 300.447, 200, 25, 200
28, 289.888, 117.046, 200, 25, 200
29, 233.331, 210.948, 200, 25, 200
30, 326.871, 90.379, 200, 25, 200
31, 230.447, 288.062, 200, 25, 200
32, 284.308, 361.227, 200, 25, 200
33, 219.770, 316.020, 200, 25, 200
34, 222.730, 326.973, 200, 25, 200
35, 227.966, 334.236, 200, 25, 200
36, 314.780, 242.287, 200, 25, 200
37, 213.558, 319.487, 200, 25, 200
38, 257.853, 279.769, 200, 25, 200
39, 215.294, 274.795, 200, 25, 200
40, 222.746, 326.934, 200, 25, 200
41, 223.467, 336.032, 200, 25, 200
42, 223.454, 333.324, 200, 25, 200
43, 223.083, 324.946, 200, 25, 200
44, 227.662, 339.666, 200, 25, 200
45, 216.093, 273.027, 200, 25, 200
46, 219.859, 228.631, 200, 25, 200
47, 425.855, 128.457, 200, 25, 200
48, 254.892, 313.311, 200, 25, 200
49, 271.140, 342.167, 200, 25, 200
50, 271.255, 339.685, 200, 25, 200
51, 211.726, 267.950, 200, 25, 200
52, 237.193, 383.186, 200, 25, 200
53, 240.693, 333.699, 200, 25, 200
54, 219.313, 261.090, 200, 25, 200
55, 263.495, 188.191, 200, 25, 200
56, 216.821, 296.261, 200, 25, 200
57, 211.555, 292.687, 200, 25, 200
58, 217.024, 293.768, 200, 25, 200
59, 214.543, 307.712, 200, 25, 200
60, 234.939, 362.850, 200, 25, 200
61, 205.298, 316.206, 200, 25, 200
62, 213.184, 304.478, 200, 25, 200
63, 216.225, 317.640, 200, 25, 200
64, 260.739, 420.327, 200, 25, 200
65, 209.673, 272.550, 200, 25, 200
66, 236.229, 229.598, 200, 25, 200
67, 209.331, 270.525, 200, 25, 200
68, 211.727, 317.619, 200, 25, 200
69, 231.448, 369.792, 200, 25, 200
70, 221.148, 270.706, 200, 25, 200
71, 213.592, 285.030, 200, 25, 200
72, 211.278, 260.649, 200, 25, 200
73, 227.955, 351.678, 200, 25, 200
74, 221.690, 288.540, 200, 25, 200
